Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03,49.46890030045994,50.20195178778967,49.31584667490637,50.00862121582031,7418700,0.0,0
2012-01-04,49.76696441601883,50.435573551782866,49.46085709710165,49.85557556152344,4248400,0.0,0
2012-01-05,49.525301104753,50.30668696820437,49.29974768970922,50.024742126464844,5545100,0.0,0
2012-01-06,50.31474721054919,50.45169256689958,49.45280732983233,49.92002868652344,4218400,0.0,0
2012-01-09,50.18585869716786,50.21808149522559,49.15475374280172,49.525306701660156,3825700,0.0,0
2012-01-10,50.12947071876588,50.83029968071493,50.07308235820304,50.467803955078125,6354100,0.0,0
2012-01-11,50.564464160776865,51.07196242742733,50.065023129354515,51.02362823486328,5040400,0.0,0
2012-01-12,51.20084487629715,52.05473041295388,51.20084487629715,51.58750915527344,5897100,0.0,0
2012-01-13,51.29752595336821,51.490856615844194,50.39530902496418,51.06391525268555,4206900,0.0,0
2012-01-17,51.19279515043541,51.19279515043541,48.598921514407714,49.09030532836914,9163100,0.0,0
2012-01-18,48.52641649609212,48.95335774426565,48.23641750754607,48.61502456665039,8127400,0.0,0
2012-01-19,48.308916662654106,48.56669285532827,47.253643261251696,48.010860443115234,9386200,0.0,0
2012-01-20,48.10753201950861,48.453919377626605,47.47114565711186,47.745033264160156,8319500,0.0,0
2012-01-23,47.922256157525354,48.31697463931526,47.48725764569027,47.736976623535156,6801200,0.0,0
2012-01-24,47.245593561473115,47.38253583235509,46.11782030731674,46.303096771240234,8289400,0.0,0
2012-01-25,46.24671451607357,48.84864566245704,46.109772227128005,48.534481048583984,12330400,0.0,0
2012-01-26,49.36418941580315,49.61391145913105,48.429749903227645,48.69558334350586,7635300,0.0,0
2012-01-27,48.6150294226729,49.77502549272591,48.30086484467853,49.549468994140625,5832100,0.0,0
2012-01-30,49.15474984371726,49.77502482891853,48.639197407429165,49.315860748291016,5747600,0.0,0
2012-01-31,49.95224802065204,50.18585869716786,49.15475374280172,49.525306701660156,6601600,0.0,0
2012-02-01,49.68640417397439,49.9361261819448,48.905018433659144,49.235294342041016,6307100,0.0,0
2012-02-02,49.49306737885758,50.34695280468126,49.42056764390147,50.17778778076172,6110700,0.0,0
2012-02-03,49.871680127785964,49.944179866638784,48.8727951783621,49.14668273925781,7863800,0.0,0
2012-02-06,48.90501883028284,49.251406136143096,48.61501986975478,49.050018310546875,4550200,0.0,0
2012-02-07,49.01781403994435,49.58975801614895,48.34115056737927,49.02587127685547,4805400,0.0,0
2012-02-08,49.13057947668176,49.50113236989251,48.711692394947356,48.896968841552734,3452700,0.0,0
2012-02-09,49.19500860962275,49.4527847324428,48.711679147568574,48.8486213684082,3848700,0.0,0
2012-02-10,48.188076964355915,48.26057670193255,47.52752516551737,48.0269660949707,4467900,0.0,0
2012-02-13,48.300863651965884,48.32503228478515,47.43086969384419,47.857810974121094,3307700,0.0,0
2012-02-14,47.96252956566528,47.97058372731743,46.770313900395294,47.342254638671875,5591900,0.0,0
2012-02-15,47.640307550262946,48.64724676318847,47.50336529231369,48.010860443115234,5421500,0.0,0
2012-02-16,48.067256827023506,48.864754169043096,47.34226231630445,48.67947769165039,4517100,0.0,0
2012-02-17,48.9614116391443,49.090299736358496,47.68864206327097,47.89002990722656,4004500,0.0,0
2012-02-21,48.67946878797205,49.71863077683092,48.139747780427804,49.573631286621094,6941600,0.0,0
2012-02-22,49.605861886738495,50.98335418762411,49.146694713508246,50.5725212097168,7221800,0.0,0
2012-02-23,50.70140934399306,51.90168240836399,50.51613287125246,51.39418411254883,7670100,0.0,0
2012-02-24,51.0316742089779,51.7163915926286,49.59779386193158,50.355010986328125,7321400,0.0,0
2012-02-27,49.77502489528998,50.427519603928125,49.501137279029855,49.557525634765625,5767200,0.0,0
2012-02-28,49.40447297085249,50.06502492828839,49.227250664684576,49.944190979003906,4832300,0.0,0
2012-02-29,50.089194795907865,50.2905826800751,47.54365206295151,47.87392807006836,10832100,0.0,0
2012-03-01,48.00281440488357,48.85670010820154,47.84976072487451,48.067256927490234,6618900,0.0,0
2012-03-02,47.77726041962406,47.90614853629759,47.124762600438274,47.49531555175781,4505500,0.0,0
2012-03-05,47.47919330217501,47.55169304329325,46.48836555551535,46.641422271728516,6068000,0.0,0
2012-03-06,45.90033297988343,46.13394369757586,44.95783901758292,46.05338668823242,8367900,0.0,0
2012-03-07,46.00504829181826,46.141990576676726,45.231719561836414,45.658660888671875,6565600,0.0,0
2012-03-08,46.037270586518495,46.10977034621912,45.24782739291825,45.87615966796875,4915200,0.0,0
2012-03-09,45.67476749252626,46.59309564707979,45.199492017616194,45.819766998291016,5463700,0.0,0
2012-03-12,45.67475921096439,45.83587008515047,44.80476233412015,44.90948486328125,7370500,0.0,0
2012-03-13,44.909491210669046,45.193214188365104,44.333934025080765,44.471744537353516,9769400,0.35,0
2012-03-14,43.85566298089745,44.16370732924645,43.223364190598616,44.017791748046875,14100200,0.0,0
2012-03-15,44.09884967874821,44.56901961661394,43.52329250515006,43.64488983154297,9902600,0.0,0
2012-03-16,43.35306040573957,43.847551683497045,43.11797388150265,43.57193374633789,12198000,0.0,0
2012-03-19,43.59624916366352,44.05831404434059,43.3692707920603,43.39358901977539,4868800,0.0,0
2012-03-20,43.02880320179374,43.77459104640528,42.55863018400513,43.51518630981445,8193300,0.0,0
2012-03-21,43.61247690731609,43.87188173071348,43.08556221269301,43.10177230834961,7848500,0.0,0
2012-03-22,42.69644101749976,42.84235658006382,42.20195282475337,42.48567581176758,7193600,0.0,0
2012-03-23,42.67212981047576,43.701643963618245,42.42083314986363,43.223365783691406,7213600,0.0,0
2012-03-26,43.8313470315839,43.89619977876185,43.04502447997182,43.32875061035156,8496100,0.0,0
2012-03-27,43.450326326286245,43.450326326286245,42.51809167614069,42.55051803588867,9123700,0.0,0
2012-03-28,42.396505370679044,42.63969694717574,41.593972859005056,41.74799346923828,7489600,0.0,0
2012-03-29,41.58586739196499,41.61829376220703,40.913037217361435,41.61829376220703,9081700,0.0,0
2012-03-30,41.83716042924956,41.91011820444713,41.08326444965745,41.56154251098633,6089300,0.0,0
2012-04-02,41.79662575553053,42.48566895121235,41.512899721983565,42.24247741699219,5477900,0.0,0
2012-04-03,42.104671421063145,42.27490829631931,40.40232740728925,40.807647705078125,9491700,0.0,0
2012-04-04,40.13481281573482,40.13481281573482,38.57838442289323,39.34038543701172,13609100,0.0,0
2012-04-05,39.41334898264539,39.70518012212422,38.48111405636444,38.69187927246094,8900000,0.0,0
2012-04-09,38.91073989868164,39.38091282345098,38.74861119730091,38.91073989868164,6859200,0.0,0
2012-04-10,38.83779466039902,40.16724487415823,38.80536829119787,39.69707489013672,10937500,0.0,0
2012-04-11,39.80244311775399,39.859187699385075,38.74861119730091,38.91073989868164,7874900,0.0,0
2012-04-12,38.92694995356288,40.20776009773543,38.82156584227196,40.16722869873047,7726600,0.0,0
2012-04-13,40.110506189053254,40.45097693117462,39.46199417114258,39.46199417114258,6706400,0.0,0
2012-04-16,39.44576483994569,39.664638136226436,38.91884730160154,39.04854965209961,6489500,0.0,0
2012-04-17,39.12961744510726,39.58357723996547,38.97559686280535,39.17825698852539,6295000,0.0,0
2012-04-18,38.96748688109537,39.23499971870717,38.513527107730475,38.821571350097656,5609200,0.0,0
