Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03,35.375777299781994,35.51471279026009,34.575238827444124,34.73402404785156,2668500,0.0,0
2012-01-04,34.73402376643591,34.813415114093665,34.35691171030475,34.44953536987305,2023800,0.0,0
2012-01-05,34.356899932188526,34.48922048212673,33.95332339058905,34.376747131347656,2842600,0.0,0
2012-01-06,34.39661647862371,34.43631089958885,33.946727866441464,34.026119232177734,5577700,0.0,0
2012-01-09,34.01288833415735,34.11874433415079,33.781329122861116,33.97980880737305,2374400,0.0,0
2012-01-10,34.09889088062294,34.17166734050946,33.92687333474469,33.93349075317383,2143400,0.0,0
2012-01-11,33.867316322918704,34.00625429529065,33.761460382514414,33.85408401489258,1819500,0.0,0
2012-01-12,33.940100127446556,34.00626168194844,33.67546148085479,33.695308685302734,2048500,0.0,0
2012-01-13,33.377743562426495,33.51667905269158,33.192493718267606,33.47698211669922,3012800,0.0,0
2012-01-17,33.589459127216536,33.87394755631175,33.44390620336157,33.60930633544922,2588200,0.0,0
2012-01-18,33.60930487540678,33.64238439562614,33.132954231875686,33.3645133972168,2355100,0.0,0
2012-01-19,33.40420529446163,33.48359663576762,33.1395641250347,33.278499603271484,1990400,0.0,0
2012-01-20,33.304974042277564,33.4571418762207,33.099876949324994,33.4571418762207,2244500,0.0,0
2012-01-23,33.46375984144274,33.74163088435762,33.22558321962654,33.39759826660156,3427000,0.0,0
2012-01-24,33.29834659809575,33.67545859309978,33.02708803360703,33.28511428833008,1763100,0.0,0
2012-01-25,33.17926763006329,33.893794890968145,32.87492946779449,33.81440353393555,2768300,0.0,0
2012-01-26,33.78133308641668,33.8607244647752,33.41745067767677,33.64239501953125,2986500,0.0,0
2012-01-27,33.50344078092714,33.735002413983004,32.70951986894491,32.78891372680664,6158000,0.0,0
2012-01-30,32.84185508225373,32.84185508225373,32.33242229099513,32.643375396728516,4842300,0.0,0
2012-01-31,32.7359901119162,33.13956679205917,32.603669516553765,33.10648727416992,4530300,0.0,0
2012-02-01,33.15280036446651,33.49021549785429,33.15280036446651,33.35789489746094,3834200,0.0,0
2012-02-02,33.390972594792444,33.62914913974221,33.31157873060572,33.41743469238281,2566700,0.0,0
2012-02-03,33.65561515908256,33.721776720281035,33.166032225241366,33.3314323425293,2781800,0.0,0
2012-02-06,33.22557221883329,33.39758720885515,33.15279577250687,33.25865173339844,1386400,0.0,0
2012-02-07,33.17926498930629,33.48360060354711,32.974167932506326,33.35789489746094,2188000,0.0,0
2012-02-08,33.41082092815839,33.503444582368196,33.06017351613402,33.21234130859375,1933800,0.0,0
2012-02-09,33.185887367775045,33.185887367775045,32.967560473123115,32.98740768432617,2808800,0.0,0
2012-02-10,32.92786124670805,33.020484924316406,32.78892573029552,33.020484924316406,1432700,0.0,0
2012-02-13,33.0733997765143,33.1858706149625,32.94769410553711,33.0337028503418,1854700,0.0,0
2012-02-14,33.02047724352027,33.31819794072799,32.921236169849244,33.2321891784668,2266600,0.0,0
2012-02-15,33.25204706652968,33.258664486263235,33.020487851978295,33.13296127319336,2037500,0.0,0
2012-02-16,33.17926498930629,33.42405645956038,33.1660326768864,33.35789489746094,1841000,0.0,0
2012-02-17,33.49683882047778,33.52330092617651,33.26527709802049,33.4571418762207,2198500,0.0,0
2012-02-21,33.5497576167321,33.5497576167321,33.16603067493977,33.172645568847656,3037500,0.0,0
2012-02-22,33.126327190266736,33.46374476037812,33.126327190266736,33.390968322753906,1821700,0.0,0
2012-02-23,33.377740588625976,33.72177309849172,33.3711231713141,33.70192337036133,8797300,0.0,0
2012-02-24,33.74161528495387,34.07241543480636,33.635759337953274,33.95332717895508,8602700,0.0,0
2012-02-27,33.834242202182224,34.0790336301319,33.70853904162538,34.012874603271484,11687600,0.0,0
2012-02-28,34.07903939677238,34.17166558337773,33.78793609600071,33.90702438354492,2443500,0.0,0
2012-02-29,33.95247932469318,34.052750915475706,33.64497569950303,33.738563537597656,2497800,0.528,0
2012-03-01,33.718505803172164,34.012641910981465,33.53801388703752,33.69845199584961,2473400,0.0,0
